PV dadobruto dadofapk Escrita ModoOperacao ValorDesejado CicloInicio CicloFim
1394100369 40000 40000 65535 0 40500 9057189759753 9057189762953
445452661 40000 40000 32780 0 40500 9057689768192 9057689771392
667476735 40000 40000 65535 0 40500 9058189760633 9058189762233
2957974705 40000 40000 32780 0 40500 9058689764273 9058689767472
3939447162 40000 40000 65535 0 40500 9059189761513 9059189764712
811091853 40000 40000 32780 0 40500 9059689766752 9059689769952
2827560009 40000 40000 65535 0 40500 9060189760793 9060189762393
3682779809 40000 40000 32780 0 40500 9060689766032 9060689769232
828760766 40000 40000 65535 0 40500 9061189760073 9061189763273
838836573 40000 40000 32780 0 40500 9061689766912 9061689770112
1996668331 40000 40000 65535 0 40500 9062189759353 9062189762553
4044808953 40000 40000 32780 0 40500 9062689766192 9062689769392
4280488495 40000 40000 65535 0 40500 9063189760233 9063189763433
3088147713 40000 40000 32780 0 40500 9063689763873 9063689767072
1442113155 40000 40000 65535 0 40500 9064189759513 9064189762713
3863065485 40000 40000 32780 0 40500 9064689766352 9064689769552
1244201711 40000 40000 65535 0 40500 9065189760393 9065189763593
1289022589 40000 40000 32780 0 40500 9065689765632 9065689768832
2024265787 40000 40000 65535 0 40500 9066189759673 9066189762873
4182617385 40000 40000 32780 0 40500 9066689766512 9066689769712
1816057215 40000 40000 65535 0 40500 9067189758953 9067189760553
1448397377 40000 40000 32780 0 40500 9067689764193 9067689767392
2383292595 40000 40000 65535 0 40500 9068189759833 9068189761433
2014765501 40000 40000 32780 0 40500 9068689763473 9068689766672
966078367 40000 40000 65535 0 40500 9069189760713 9069189763913
2026618077 40000 40000 32780 0 40500 9069689767552 9069689770752
3838025163 40000 40000 65535 0 40500 9070189759993 9070189761593
2687326745 40000 40000 32780 0 40500 9070689765232 9070689770032
4172165455 40000 40000 65535 0 40500 9071189762473 9071189765672
3929755457 40000 40000 32780 0 40500 9071689766112 9071689770912
2427106531 40000 40000 65535 0 40500 9072189758553 9072189760153
3181964077 40000 40000 32780 0 40500 9072689765392 9072689768592
251773647 40000 40000 65535 0 40500 9073189759433 9073189762633
1658740349 40000 40000 32780 0 40500 9073689763073 9073689766272
1441348699 40000 40000 65535 0 40500 9074189760313 9074189763513
4081778633 40000 40000 32780 0 40500 9074689763953 9074689768752
3503319968 40000 40000 65535 0 40500 9075189761193 9075189762793
722297853 40000 40000 32780 0 40500 9075689763233 9075689768032
1540093225 40000 40000 65535 0 40500 9076189758873 9076189762073
3384210801 40000 40000 32780 0 40500 9076689765712 9076689768912
2096867492 40000 40000 65535 0 40500 9077189758153 9077189759753
1621236373 40000 40000 32780 0 40500 9077689764992 9077689768192
3993966671 40000 40000 65535 0 40500 9078189760633 9078189763833
1228904993 40000 40000 32780 0 40500 9078689764273 9078689767472
1860829228 40000 40000 65535 0 40500 9079189764712 9079189767912
347986885 40000 40000 32780 0 40500 9079689765152 9079689769952
1503385253 40000 40000 65535 0 40500 9080189763993 9080189767192
452274873 40000 40000 32780 0 40500 9080689764433 9080689769232
1874694168 40000 40000 65535 0 40500 9081189758473 9081189761673
1577040429 40000 40000 32780 0 40500 9081689765312 9081689770112
3958160707 40000 40000 65535 0 40500 9082189759353 9082189762553
